county_id,year,minimum_wage_policy,poverty_rate,average_income,unemployment_rate,urban_county,education_level
1,0,0,47.08433839623006,1,12,1,0
1,1,0,45.24143524411961,1,12,1,0
1,2,0,44.536306875730006,1,12,1,0
1,3,0,45.239533686472974,1,12,1,0
1,4,0,46.39707690356331,1,12,1,0
1,5,0,45.00708497689397,1,12,1,0
1,6,0,46.62089251472658,1,12,1,0
1,7,0,46.941937848731385,1,12,1,0
1,8,0,45.88690381768165,1,12,1,0
1,9,0,48.08066068935761,1,12,1,0
2,0,0,48.00287547492187,1,12,1,0
2,1,0,46.46568239653411,1,12,1,0
2,2,0,45.61080644474266,1,12,1,0
2,3,0,46.98147939167412,1,12,1,0
2,4,0,46.07653393325488,1,12,1,0
2,5,0,45.32984068259086,1,12,1,0
2,6,0,47.25589790760816,1,12,1,0
2,7,0,47.93643444197566,1,12,1,0
2,8,0,46.90639261382298,1,12,1,0
2,9,0,50.37783659874359,1,12,1,0
3,0,0,44.77203460550899,1,13,1,0
3,1,0,45.5146449890227,1,13,1,0
3,2,0,43.9060913444301,1,13,1,0
3,3,0,45.46187233243462,1,13,1,0
3,4,1,47.83932709762759,1,13,1,0
3,5,1,47.3585958074322,1,13,1,0
3,6,1,49.74159529593652,1,13,1,0
3,7,1,50.25637494420934,1,13,1,0
3,8,1,47.30208026004132,1,13,1,0
3,9,1,50.62755061220573,1,13,1,0
4,0,0,47.078829391755846,1,12,1,1
4,1,0,44.72525865205507,1,12,1,1
4,2,0,45.668854198611264,1,12,1,1
4,3,0,46.97032562979712,1,12,1,1
4,4,0,48.36250936458903,1,12,1,1
4,5,0,46.1369521743921,1,12,1,1
4,6,0,45.5972031880198,1,12,1,1
4,7,0,45.70109413998336,1,12,1,1
4,8,0,44.24660478378837,1,12,1,1
4,9,0,49.39550635152594,1,12,1,1
5,0,0,49.002778757355394,0,12,0,1
5,1,0,47.60302060336416,0,12,0,1
5,2,0,48.2755984040879,0,12,0,1
5,3,0,46.901763397299,0,12,0,1
5,4,0,47.720257607445774,0,12,0,1
5,5,0,47.49995509166524,0,12,0,1
5,6,0,50.46231779863948,0,12,0,1
5,7,0,49.89090912876289,0,12,0,1
5,8,0,47.43296968983038,0,12,0,1
5,9,0,50.796791348654175,0,12,0,1
6,0,0,46.16598662101018,3,10,1,1
6,1,0,46.85652634714618,3,10,1,1
6,2,0,44.51923853583582,3,10,1,1
6,3,0,47.33457026000592,3,10,1,1
6,4,0,45.87116394156477,3,10,1,1
6,5,0,46.19283780377474,3,10,1,1
6,6,0,47.45128296872827,3,10,1,1
6,7,0,49.09371711599447,3,10,1,1
6,8,0,45.56422043305101,3,10,1,1
6,9,0,49.17620347553645,3,10,1,1
7,0,0,46.8564854146754,3,14,1,1
7,1,0,46.13929599034108,3,14,1,1
7,2,0,46.15905848339137,3,14,1,1
7,3,0,46.82508451979661,3,14,1,1
7,4,0,46.487895810729576,3,14,1,1
7,5,0,46.50754737181149,3,14,1,1
7,6,0,46.96702740270276,3,14,1,1
7,7,0,50.07316890329962,3,14,1,1
7,8,1,51.15808864614025,3,14,1,1
7,9,1,51.99449945498978,3,14,1,1
8,0,0,47.550712597279215,2,13,1,1
8,1,0,47.95478092285669,2,13,1,1
8,2,0,45.84050351199212,2,13,1,1
8,3,0,49.48332502195164,2,13,1,1
8,4,0,46.40060651072372,2,13,1,1
8,5,1,50.77735340914101,2,13,1,1
8,6,1,53.70466510316929,2,13,1,1
8,7,1,51.62586822557375,2,13,1,1
8,8,1,49.78994907665536,2,13,1,1
8,9,1,52.76456653988669,2,13,1,1
9,0,0,45.92549019867523,1,13,1,1
9,1,0,46.74634772695432,1,13,1,1
9,2,0,46.31140797236567,1,13,1,1
9,3,0,45.49870252260272,1,13,1,1
9,4,0,45.053043773840834,1,13,1,1
9,5,0,46.619441481167726,1,13,1,1
9,6,0,47.82161713731939,1,13,1,1
9,7,0,46.821823743085865,1,13,1,1
9,8,0,44.74562501258732,1,13,1,1
9,9,0,47.36783643103678,1,13,1,1
10,0,0,44.495092080022346,2,9,1,0
10,1,0,42.95762704769568,2,9,1,0
10,2,0,45.44198757244112,2,9,1,0
10,3,0,43.57085530365707,2,9,1,0
10,4,0,45.87319668757859,2,9,1,0
10,5,0,44.60474235730723,2,9,1,0
10,6,0,45.416891951106855,2,9,1,0
10,7,0,44.63380916780952,2,9,1,0
10,8,0,46.02551990882258,2,9,1,0
10,9,0,46.341570406049165,2,9,1,0
11,0,0,47.91849556243617,2,13,0,0
11,1,0,45.64641466537147,2,13,0,0
11,2,0,47.52786371358942,2,13,0,0
11,3,1,49.366652988222704,2,13,0,0
11,4,1,51.60431313321282,2,13,0,0
11,5,1,50.310184089541664,2,13,0,0
11,6,1,50.51490491540493,2,13,0,0
11,7,1,52.5093667215333,2,13,0,0
11,8,1,50.2456782927072,2,13,0,0
11,9,1,51.67566735767967,2,13,0,0
12,0,0,47.50513426553972,2,14,0,0
12,1,0,46.58298530980242,2,14,0,0
12,2,0,46.36025404596683,2,14,0,0
12,3,0,47.508659508029496,2,14,0,0
12,4,0,47.010341334596845,2,14,0,0
12,5,0,46.16057326908092,2,14,0,0
12,6,0,47.8972647948465,2,14,0,0
12,7,1,51.70413416277112,2,14,0,0
12,8,1,51.88795607722043,2,14,0,0
12,9,1,52.13647067406006,2,14,0,0
13,0,0,44.13474312407521,2,13,0,1
13,1,0,44.70899157650421,2,13,0,1
13,2,0,44.83831567670232,2,13,0,1
13,3,0,47.93670628867319,2,13,0,1
13,4,0,44.77369305432818,2,13,0,1
13,5,0,45.468860535346536,2,13,0,1
13,6,0,46.8978896979416,2,13,0,1
13,7,0,46.80390692314924,2,13,0,1
13,8,0,44.38261704981909,2,13,0,1
13,9,0,46.832474153679165,2,13,0,1
14,0,0,46.18253851408576,2,11,0,0
14,1,0,45.73664860340059,2,11,0,0
14,2,0,45.1842379895396,2,11,0,0
14,3,0,46.62613056662381,2,11,0,0
14,4,0,45.12972347755079,2,11,0,0
14,5,0,42.69645288612632,2,11,0,0
14,6,0,46.95416501147343,2,11,0,0
14,7,0,45.78723971412209,2,11,0,0
14,8,0,45.28463068376716,2,11,0,0
14,9,0,45.63778222137191,2,11,0,0
15,0,0,45.63900945620811,1,15,1,0
15,1,0,47.346560535787695,1,15,1,0
15,2,0,46.93342760454876,1,15,1,0
15,3,0,45.091832477580425,1,15,1,0
15,4,0,45.8957553073606,1,15,1,0
15,5,0,45.74967180590208,1,15,1,0
15,6,0,45.24530412121526,1,15,1,0
15,7,0,45.6184790828092,1,15,1,0
15,8,0,43.85796422228349,1,15,1,0
15,9,0,47.98145625216902,1,15,1,0
16,0,0,43.81188418010996,2,13,1,0
16,1,0,41.890538966023215,2,13,1,0
16,2,0,43.37864881373735,2,13,1,0
16,3,0,42.97111564612442,2,13,1,0
16,4,0,45.08403700825043,2,13,1,0
16,5,0,44.77111847134447,2,13,1,0
16,6,0,45.00148072182475,2,13,1,0
16,7,0,45.43651520930685,2,13,1,0
16,8,0,42.7508308089182,2,13,1,0
16,9,0,44.9877506845052,2,13,1,0
17,0,0,47.15707826632674,1,10,1,0
17,1,0,45.3354826869674,1,10,1,0
17,2,0,46.34074170864945,1,10,1,0
17,3,0,47.401296412611,1,10,1,0
17,4,0,47.57998048401049,1,10,1,0
17,5,0,46.824695749497984,1,10,1,0
17,6,1,51.90243753626833,1,10,1,0
17,7,1,51.67396790801333,1,10,1,0
17,8,1,48.169052550982585,1,10,1,0
17,9,1,52.11645430538462,1,10,1,0
18,0,0,45.07099739649697,1,12,1,0
18,1,0,47.41749184436346,1,12,1,0
18,2,1,49.33172669832358,1,12,1,0
18,3,1,51.13724744265157,1,12,1,0
18,4,1,49.459695147519945,1,12,1,0
18,5,1,49.72835652600408,1,12,1,0
18,6,1,51.26371441105403,1,12,1,0
18,7,1,51.74244155155226,1,12,1,0
18,8,1,47.09541697521038,1,12,1,0
